"loc","pop","locs_per_indiv","age","age_1st_inj","HIV_active","HIV_aware","HIV_suppressed","inj_freq","shared_inj","syringe_share","MOUD","SSP","test_ever","test_1m","ART","ART_adhere"
"spat_ksn1___57",33,5.33333333333333,30.3636363636364,21.9393939393939,0.393939393939394,0.307692307692308,0.25,51.6969696969697,0.585123638209273,0.892415630758529,0.133838383838384,0.0666666666666667,0.515151515151515,0.0588235294117647,0.25,1
"spat_jp4___160",32,5.6875,31.5,21.8125,0.3125,0.3,0.333333333333333,45.46875,0.598243345526149,0.914506740196078,0.158854166666667,0.103298611111111,0.5,0,0.666666666666667,0.5
"spat_dk1___66",36,4.94444444444444,31.7222222222222,24.0555555555556,0.472222222222222,0.117647058823529,0,49.3333333333333,0.53442239562224,0.949771997904182,0.293827160493827,0.0330246913580247,0.388888888888889,0.0714285714285714,0.5,0
"spat_dhg1___1",18,4.88888888888889,29.2777777777778,20.6666666666667,0.444444444444444,0.375,0,44.5,0.587372841509044,0.863867998127633,0.195679012345679,0.0305555555555556,0.611111111111111,0,0.666666666666667,1
"spat_khajuri1___124",32,5.34375,30.84375,23.15625,0.40625,0.461538461538462,0,41.71875,0.513952771212882,0.877565403346653,0.214409722222222,0.0354166666666667,0.59375,0,0.333333333333333,0.5
"spat_cm1___5",30,5.4,29.8666666666667,23.3333333333333,0.466666666666667,0.285714285714286,0.25,46.7666666666667,0.527340768316474,0.789239563532709,0.167407407407407,0.092037037037037,0.533333333333333,0,0,0
"spat_khajuri3___192",32,4.875,27.9375,23.65625,0.375,0.416666666666667,0,57.5625,0.443487194141479,0.94860197368421,0.111458333333333,0.0416666666666667,0.59375,0.0526315789473684,0.2,1
"spat_dhg1___3",25,5.48,28.96,22.4,0.28,0.285714285714286,0,41.64,0.637730316098076,0.89368843624557,0.251555555555556,0.0748888888888889,0.4,0,0.5,1
"spat_km___11",29,5.3448275862069,29.2068965517241,21.551724137931,0.448275862068966,0.461538461538462,0.333333333333333,51.0689655172414,0.514158836516559,0.909047284463456,0.238314176245211,0.125862068965517,0.310344827586207,0,0.166666666666667,1
"spat_cp3___101",25,4.84,31.6,23.52,0.28,0.428571428571429,0.333333333333333,42.12,0.642559464067111,0.977792642140468,0.232,0.0564444444444444,0.48,0,0.666666666666667,1
"spat_jp6___190",13,5.38461538461539,29.3846153846154,21,0.384615384615385,0.6,0,43.6923076923077,0.64484961336566,0.899433198380567,0.103846153846154,0.0606837606837607,0.384615384615385,0,0.333333333333333,1
"spat_km___10",29,5.3448275862069,30.1379310344828,22.8275862068966,0.344827586206897,0.4,0.5,45.9655172413793,0.569804478595222,0.94692012967875,0.149616858237548,0.0565134099616858,0.448275862068966,0,0,0
"spat_slm3___184",24,5.70833333333333,29.6666666666667,22.9166666666667,0.458333333333333,0.454545454545455,0.2,44.1666666666667,0.611587758248801,0.877931455517662,0.120833333333333,0.0784722222222222,0.25,0.166666666666667,0.2,1
"spat_ksn1___56",28,4.96428571428571,28.8571428571429,20.5,0.214285714285714,0.166666666666667,0,52.75,0.524262890728652,0.928130797773655,0.293849206349206,0.0603174603174603,0.428571428571429,0.0833333333333333,0,0
"spat_cp3___103",21,5.42857142857143,29.4285714285714,20.7619047619048,0.142857142857143,0.333333333333333,0,42.2380952380952,0.655117052852028,0.835256101922769,0.137037037037037,0.0396825396825397,0.333333333333333,0.142857142857143,0,0
"spat_dk5___72",30,5.1,30.7666666666667,23.6333333333333,0.366666666666667,0.181818181818182,0,45.6333333333333,0.652233656773332,0.9021151996152,0.248703703703704,0.138333333333333,0.433333333333333,0,1,0.5
"spat_mp1___112",26,5.26923076923077,31.3076923076923,20.8846153846154,0.461538461538462,0.166666666666667,0.5,38.8076923076923,0.582857314815047,0.876585961338283,0.142735042735043,0.0166666666666667,0.538461538461538,0,0.5,0
"spat_cp___54",16,5.75,31.5625,25.75,0.125,0,0,52.8125,0.446675752877024,0.975961538461538,0.125347222222222,0.109027777777778,0.5625,0.111111111111111,0,0
"spat_dk3___69",30,5.2,30.9333333333333,21.4333333333333,0.266666666666667,0.25,0,48.4666666666667,0.595793752231862,0.865800417434543,0.219444444444444,0.0242592592592593,0.466666666666667,0,0.5,1
"spat_jp1___73",17,5.70588235294118,32.5294117647059,21.3529411764706,0.0588235294117647,0,0,43.2941176470588,0.598896107724492,0.972347913524384,0.233006535947712,0.0529411764705882,0.352941176470588,0.166666666666667,0,0
